time_stamp,song,artist
2023-01-03 08:51:59,Steal Away,Robbie Dupree
2023-01-03 08:53:46,Everywhere,Fleetwood Mac
2023-01-03 08:58:31,How Long,Ace
2023-01-03 09:00:56,Whatcha Gonna Do,Pablo Cruise
2023-01-03 09:04:30,Summer Breeze,Seals/Crofts
2023-01-03 09:07:27,99,Toto
2023-01-03 09:12:48,"My Girl (Gone, Gone, Gone)",Chilliwack
2023-01-03 09:16:59,Hey Nineteen,Steely Dan
2023-01-03 09:20:33,Ride Like The Wind,Christopher Cross
2023-01-03 09:25:56,On And On,Stephen Bishop
2023-01-03 09:27:42,Amie,Pure Prairie League
2023-01-03 09:32:28,Just Another Day In Paradise,Bertie Higgins
2023-01-03 09:36:40,Kiss On My List,Daryl Hall/John Oates
2023-01-03 09:40:14,Better Love Next Time,Dr. Hook
2023-01-03 09:43:13,Southern Cross,"Crosby, Stills & Nash"
2023-01-03 09:48:37,Baker Street,Gerry Rafferty
2023-01-03 09:53:59,Danny's Song,Loggins/Messina
2023-01-03 09:58:10,Lowdown,Boz Scaggs
2023-01-03 10:04:07,I Just Wanna Stop,Gino Vanelli
2023-01-03 10:07:05,Lotta Love,Nicolette Larson
2023-01-03 10:11:15,What A Fool Believes,Doobie Brothers
2023-01-03 10:13:01,All Night Long (All Night),Lionel Richie
2023-01-03 10:18:23,Sailing,Christopher Cross
2023-01-03 10:21:58,Time Out Of Mind,Steely Dan
2023-01-03 10:26:08,WKRP In Cincinnati (Main Theme),Steve Carlisle
2023-01-03 10:29:06,Rosanna,Toto
2023-01-03 10:33:18,Magic,Olivia Newton-John
2023-01-03 10:37:28,I Can't Tell You Why,Eagles
2023-01-03 10:42:15,Year Of The Cat,Al Stewart
2023-01-03 10:47:38,Dreams,Fleetwood Mac
2023-01-03 10:51:14,Sexy Eyes,Dr. Hook
2023-01-03 10:53:37,Sara Smile,Daryl Hall/John Oates
2023-01-03 10:56:35,Holdin' On To Yesterday,Ambrosia
2023-01-03 11:00:10,Ventura Highway,America
2023-01-03 11:05:35,Heart To Heart,Kenny Loggins
2023-01-03 11:10:20,All Out Of Love,Air Supply
2023-01-03 11:14:30,Show And Tell,Al Wilson
2023-01-03 11:17:31,Give Me the Night,George Benson
2023-01-03 11:21:04,Can We Still Be Friends?,Robert Palmer
2023-01-03 11:24:03,Takin' It To The Streets,Doobie Brothers
2023-01-03 11:27:37,Spooky,Atlanta Rhythm Section
2023-01-03 11:33:39,Make It With You,Bread
2023-01-03 11:36:02,You Make Me Feel Like Dancing,Leo Sayer
2023-01-03 11:39:01,Dream Weaver,Gary Wright
2023-01-03 11:42:35,I'll Be Over You,Toto
2023-01-03 11:46:47,Diamond Girl,Seals/Crofts
2023-01-03 11:50:58,Please Come To Boston,Dave Loggins
2023-01-03 11:54:32,Jojo,Boz Scaggs
2023-01-03 12:00:29,You Make Loving Fun,Fleetwood Mac
2023-01-03 12:03:29,Sweet Freedom,Michael McDonald
