time_stamp,song,artist
2022-12-28 23:45:26,Gypsy,Fleetwood Mac
2022-12-28 23:48:24,Sara Smile,Daryl Hall/John Oates
2022-12-28 23:50:11,Sexy Eyes,Dr. Hook
2022-12-28 23:53:46,I Just Wanna Stop,Gino Vanelli
2022-12-28 23:57:21,"Baby, What A Big Surprise",Chicago
2022-12-29 00:00:56,Just Another Day In Paradise,Bertie Higgins
2022-12-29 00:03:20,Him,Rupert Holmes
2022-12-29 00:08:09,Ride Like The Wind,Christopher Cross
2022-12-29 00:10:32,Take It Uptown,Bill Champlin
2022-12-29 00:15:19,I Can't Go For That (No Can Do),Hall/Oates
2022-12-29 00:19:29,How 'Bout Us,Champaign
2022-12-29 00:22:28,Baby Come Back,Player
2022-12-29 00:26:39,Cannonball Run Theme,Chuck Mangione
2022-12-29 00:29:38,You Can Do Magic,America
2022-12-29 00:33:13,Love Has Come Of Age,Kenny Loggins
2022-12-29 00:38:36,Takin' It To The Streets,Doobie Brothers
2022-12-29 00:41:35,Thunder Island,Jay Ferguson
2022-12-29 00:45:09,One Of These Nights,Eagles
2022-12-29 00:50:31,It's Too Late,Carole King
2022-12-29 00:54:07,Deacon Blues,Steely Dan
2022-12-29 01:01:17,Keep On Loving You,REO Speedwagon
2022-12-29 01:04:52,You Make Loving Fun,Fleetwood Mac
2022-12-29 01:08:30,I Really Don't Know Anymore,Christopher Cross
2022-12-29 01:11:28,You Make My Dreams Come True,Hall and Oates
2022-12-29 01:18:39,How Much I Feel,Ambrosia
2022-12-29 01:22:49,The Things We Do For Love,10cc
2022-12-29 01:26:23,Afternoon Delight,Starland Vocal Band
2022-12-29 01:30:34,I Just Wanna Stop,Gino Vanelli
2022-12-29 01:32:57,Coconut,Harry Nilsson
2022-12-29 01:37:08,Feels So Good,Chuck Mangione
2022-12-29 01:40:42,Sister Golden Hair,America
2022-12-29 01:43:41,Vahevala,Loggins/Messina
2022-12-29 01:49:36,I Keep Forgettin' (82),Michael McDonald
2022-12-29 01:53:08,Nights Are Forever Without You,E.Dan/J.F.Coley
2022-12-29 01:55:29,You Are The Woman,Firefall
2022-12-29 01:59:01,Even The Nights Are Better,Air Supply
2022-12-29 02:02:33,She's Gone,Daryl Hall/John Oates
2022-12-29 02:06:05,I.G.Y.,Donald Fagen
2022-12-29 02:11:59,Sail On,Commodores
2022-12-29 02:16:06,Rhiannon,Fleetwood Mac
2022-12-29 02:20:15,Lowdown,Boz Scaggs
2022-12-29 02:24:57,Dreadlock Holiday,10cc
2022-12-29 02:30:17,Sailing,Christopher Cross
2022-12-29 02:33:14,Ride Captain Ride,Blues Image
2022-12-29 02:37:22,Rosanna,Toto
2022-12-29 02:40:20,Love Will Find A Way,Pablo Cruise
2022-12-29 02:45:03,Route 101,Herb Alpert
2022-12-29 02:48:02,I Can't Tell You Why,Eagles
2022-12-29 02:52:47,Heart To Heart,Kenny Loggins
