time_stamp,song,artist
2022-12-29 12:43:13,Just Another Day In Paradise,Bertie Higgins
2022-12-29 12:46:47,Couldn't Get It Right,Climax Blues Band
2022-12-29 12:49:09,Lotta Love,Nicolette Larson
2022-12-29 12:52:45,This Is It,Kenny Loggins
2022-12-29 12:56:20,All Night Long (All Night),Lionel Richie
2022-12-29 13:01:06,The Things We Do For Love,10cc
2022-12-29 13:04:50,Steal Away,Robbie Dupree
2022-12-29 13:08:25,WKRP In Cincinnati (Main Theme),Steve Carlisle
2022-12-29 13:10:46,One Of These Nights,Eagles
2022-12-29 13:15:35,Ride Captain Ride,Blues Image
2022-12-29 13:19:08,Kiss On My List,Daryl Hall/John Oates
2022-12-29 13:22:43,Please Come To Boston,Dave Loggins
2022-12-29 13:26:20,Georgia,Boz Scaggs
2022-12-29 13:30:30,That's Alright,Fleetwood Mac
2022-12-29 13:34:06,Sweet Freedom,Michael McDonald
2022-12-29 13:38:19,Magic,Olivia Newton-John
2022-12-29 13:42:29,Any Major Dude Will Tell You,Steely Dan
2022-12-29 13:46:06,Year Of The Cat,Al Stewart
2022-12-29 13:49:41,Summer Breeze,Seals/Crofts
2022-12-29 13:53:54,Show And Tell,Al Wilson
2022-12-29 13:57:28,Amie,Pure Prairie League
2022-12-29 14:01:01,I'm Alright,Kenny Loggins
2022-12-29 14:04:00,Sailing,Christopher Cross
2022-12-29 14:08:48,Spooky,Atlanta Rhythm Section
2022-12-29 14:14:48,You Are The Woman,Firefall
2022-12-29 14:15:59,You Make Me Feel Like Dancing,Leo Sayer
2022-12-29 14:18:23,Dance With Me,Orleans
2022-12-29 14:21:57,Caribbean Queen,Billy Ocean
2022-12-29 14:25:32,Brandy (You're A Fine Girl),Looking Glass
2022-12-29 14:29:06,Him,Rupert Holmes
2022-12-29 14:33:19,Rich Girl,Daryl Hall/John Oates
2022-12-29 14:36:18,Take It Uptown,Bill Champlin
2022-12-29 14:39:16,Best Of My Love,Eagles
2022-12-29 14:44:02,Yah-Mo Be There,James Ingram
2022-12-29 14:49:21,How 'Bout Us,Champaign
2022-12-29 14:51:07,Dreams,Fleetwood Mac
2022-12-29 14:56:26,Cool Change,Little River Band
2022-12-29 15:00:33,Thunder Island,Jay Ferguson
2022-12-29 15:04:06,Hey Nineteen,Steely Dan
2022-12-29 15:08:16,Love Has Come Of Age,Kenny Loggins
2022-12-29 15:12:59,Diamond Girl,Seals/Crofts
2022-12-29 15:15:57,I Really Don't Know Anymore,Christopher Cross
2022-12-29 15:20:06,It's Too Late,Carole King
2022-12-29 15:24:16,All Out Of Love,Air Supply
2022-12-29 15:27:47,Jojo,Boz Scaggs
2022-12-29 15:34:17,Devil Woman,Cliff Richard
2022-12-29 15:37:15,Make It With You,Bread
2022-12-29 15:40:13,When You're In Love With..,Dr. Hook
2022-12-29 15:43:10,Escape (The Pina Colada Song),Rupert Holmes
2022-12-29 15:46:45,Whatcha Gonna Do,Pablo Cruise
2022-12-29 15:49:42,Daisy Jane,America
2022-12-29 15:53:53,Listen To The Music,Doobie Brothers
2022-12-29 15:55:40,Everywhere,Fleetwood Mac
2022-12-29 15:59:48,Biggest Part Of Me,Ambrosia
2022-12-29 16:05:08,How Long,Ace
2022-12-29 16:06:56,Afternoon Delight,Starland Vocal Band
2022-12-29 16:11:38,Africa,Toto
2022-12-29 16:14:36,I Gotta Try,Michael McDonald
2022-12-29 16:18:46,Steal Away,Robbie Dupree
2022-12-29 16:21:43,Never Be The Same,Christopher Cross
2022-12-29 16:25:52,You're No Good,Linda Ronstadt
2022-12-29 16:30:00,Baby I'm A Want You,Bread
2022-12-29 16:32:21,Southern Cross,"Crosby, Stills & Nash"
2022-12-29 16:37:04,Just The Two Of Us,Grover Washington Jr.
2022-12-29 16:40:37,Sexy Eyes,Dr. Hook
2022-12-29 16:42:59,Baker Street,Gerry Rafferty
2022-12-29 16:50:06,Hello It's Me,Todd Rundgren
2022-12-29 16:53:05,Georgia,Boz Scaggs
2022-12-29 16:57:14,It's Not a Wonder,Little River Band
2022-12-29 17:00:48,Takin' It To The Streets,Doobie Brothers
2022-12-29 17:04:23,Nights Are Forever Without You,E.Dan/J.F.Coley
2022-12-29 17:07:54,Any Major Dude Will Tell You,Steely Dan
2022-12-29 17:10:16,Dreadlock Holiday,10cc
2022-12-29 17:15:00,Summer Breeze,Seals/Crofts
2022-12-29 17:17:22,What a Fool Believes,Doobie Brothers
2022-12-29 17:20:55,Amie,Pure Prairie League
2022-12-29 17:25:38,Sail On,Commodores
2022-12-29 17:30:23,Ride Like The Wind,Christopher Cross
2022-12-29 17:32:46,Love Will Find A Way,Pablo Cruise
2022-12-29 17:36:20,How Much I Feel,Ambrosia
2022-12-29 17:41:03,Route 101,Herb Alpert
2022-12-29 17:44:36,Sara Smile,Daryl Hall/John Oates
2022-12-29 17:47:00,Cool Night,Paul Davis
2022-12-29 17:50:32,I Just Wanna Stop,Gino Vanelli
2022-12-29 17:55:23,Magnet And Steel,Walter Egan
2022-12-29 17:57:45,Rosanna,Toto
2022-12-29 18:01:25,Moonlight Feels Right,Starbuck
2022-12-29 18:06:48,Drift Away,Dobie Gray
2022-12-29 18:10:04,Reminiscing,Little River Band
2022-12-29 18:12:01,Key Largo,Bertie Higgins
2022-12-29 18:15:07, , 
2022-12-29 18:15:43,Lowdown,Boz Scaggs
2022-12-29 18:20:35,Yah-Mo Be There,James Ingram
2022-12-29 18:21:16,Yah-Mo Be There,James Ingram
