time_stamp,song,artist
2022-12-31 10:33:59,The Things We Do For Love,10cc
2022-12-31 10:35:09,Just The Two Of Us,Grover Washington Jr.
2022-12-31 10:38:46,Best Of My Love,Eagles
2022-12-31 10:43:33,Couldn't Get It Right,Climax Blues Band
2022-12-31 10:48:19,Even The Nights Are Better,Air Supply
2022-12-31 10:50:43,Nights Are Forever Without You,E.Dan/J.F.Coley
2022-12-31 10:53:07,I Keep Forgettin' (82),Michael McDonald
2022-12-31 10:56:42,Georgy Porgy,Toto/Cheryl Lynn
2022-12-31 11:02:38,Just Remember I Love You,Firefall
2022-12-31 11:06:13,What You Won't Do For Love,Bobby Caldwell
2022-12-31 11:10:59,Love Will Find A Way,Pablo Cruise
2022-12-31 11:14:33,This Is It,Kenny Loggins
2022-12-31 11:18:08,Sail On,Commodores
2022-12-31 11:21:42,Dirty Work,Steely Dan
2022-12-31 11:25:54,Ride Captain Ride,Blues Image
2022-12-31 11:28:55,Route 101,Herb Alpert
2022-12-31 11:31:18,All Right,Christopher Cross
2022-12-31 11:36:05,Escape (The Pina Colada Song),Rupert Holmes
2022-12-31 11:39:04,Cool Night,Paul Davis
2022-12-31 11:43:50,Steal Away,Robbie Dupree
2022-12-31 11:46:14,Magnet And Steel,Walter Egan
2022-12-31 11:49:49,How Long,Ace
2022-12-31 11:52:46,Moonlight Feels Right,Starbuck
2022-12-31 11:56:19,Drift Away,Dobie Gray
2022-12-31 12:01:05,Listen To The Music,Doobie Brothers
2022-12-31 12:04:06,Dreadlock Holiday,10cc
2022-12-31 12:07:43,Sara Smile,Daryl Hall/John Oates
2022-12-31 12:10:42,"Baby, What A Big Surprise",Chicago
2022-12-31 12:14:52,I Just Wanna Stop,Gino Vanelli
2022-12-31 12:17:50,Sexy Eyes,Dr. Hook
2022-12-31 12:20:49,Rosanna,Toto
2022-12-31 12:24:24,We Don't Talk Anymore,Cliff Richard
2022-12-31 12:29:09,I Can't Tell You Why,Eagles
2022-12-31 12:34:34,Just Another Day In Paradise,Bertie Higgins
2022-12-31 12:36:56,Dance With Me,Orleans
2022-12-31 12:39:18,Southern Cross,"Crosby, Stills & Nash"
2022-12-31 12:44:04,Sailing,Christopher Cross
2022-12-31 12:48:52,I'm Alright,Kenny Loggins
2022-12-31 12:52:26,Dreams,Fleetwood Mac
2022-12-31 12:57:14,Lotta Love,Nicolette Larson
2022-12-31 12:59:37,Kiss On My List,Daryl Hall/John Oates
2022-12-31 13:04:27,All Night Long (All Night),Lionel Richie
2022-12-31 13:08:02,Deacon Blues,Steely Dan
2022-12-31 13:15:11,WKRP In Cincinnati (Main Theme),Steve Carlisle
2022-12-31 13:18:10,Baby Come Back,Player
2022-12-31 13:22:21,Magic,Olivia Newton-John
2022-12-31 13:25:58,You Can Do Magic,America
2022-12-31 13:30:10,Please Come To Boston,Dave Loggins
2022-12-31 13:35:29,Sweet Freedom,Michael McDonald
2022-12-31 13:38:29,Afternoon Delight,Starland Vocal Band
2022-12-31 13:40:51,Year Of The Cat,Al Stewart
2022-12-31 13:45:37,One Of These Nights,Eagles
2022-12-31 13:50:23,Show And Tell,Al Wilson
2022-12-31 13:53:57,Brandy (You're A Fine Girl),Looking Glass
2022-12-31 13:55:44,Diamond Girl,Seals/Crofts
2022-12-31 13:56:19,Brandy (You're A Fine Girl),Looking Glass
2022-12-31 13:56:56,Diamond Girl,Seals/Crofts
2022-12-31 14:00:29,I Gotta Try,Michael McDonald
2022-12-31 14:04:03,Jojo,Boz Scaggs
2022-12-31 14:10:39,Spooky,Atlanta Rhythm Section
2022-12-31 14:15:27,I Can't Go For That (No Can Do),Hall/Oates
2022-12-31 14:19:02,I.G.Y.,Donald Fagen
2022-12-31 14:23:50,You Make Me Feel Like Dancing,Leo Sayer
2022-12-31 14:27:59,Sister Golden Hair,America
2022-12-31 14:30:23,Cool Change,Little River Band
2022-12-31 14:34:33,Him,Rupert Holmes
2022-12-31 14:38:44,You Make Loving Fun,Fleetwood Mac
2022-12-31 14:41:06,Take It Uptown,Bill Champlin
2022-12-31 14:46:29,You Belong To Me,Doobie Brothers
2022-12-31 14:49:29,I Really Don't Know Anymore,Christopher Cross
2022-12-31 14:53:05,How 'Bout Us,Champaign
2022-12-31 14:56:03,All Out Of Love,Air Supply
2022-12-31 15:00:15,Thunder Island,Jay Ferguson
2022-12-31 15:04:25,Couldn't Get It Right,Climax Blues Band
2022-12-31 15:07:25,It's Too Late,Carole King
2022-12-31 15:11:34,This Is It,Kenny Loggins
2022-12-31 15:15:46,Keep On Loving You,REO Speedwagon
2022-12-31 15:18:44,You Make My Dreams Come True,Hall and Oates
2022-12-31 15:21:07,Kid Charlemagne,Steely Dan
2022-12-31 15:25:53,Coconut,Harry Nilsson
2022-12-31 15:29:27,Ventura Highway,America
2022-12-31 15:33:38,Nights Are Forever Without You,E.Dan/J.F.Coley
2022-12-31 15:35:25,Give Me the Night,George Benson
2022-12-31 15:40:11,Love Will Find A Way,Pablo Cruise
2022-12-31 15:43:11,Rhiannon,Fleetwood Mac
2022-12-31 15:46:46,Feels So Good,Chuck Mangione
2022-12-31 15:50:56,Rosanna,Toto
2022-12-31 15:55:09,LIFE BEYOND L.A.,AMBROSIA
2022-12-31 15:59:18,Make It With You,Bread
2022-12-31 16:02:16,Never Be The Same,Christopher Cross
2022-12-31 16:07:02,Listen To The Music,Doobie Brothers
2022-12-31 16:10:37,Even The Nights Are Better,Air Supply
2022-12-31 16:14:47,Escape (The Pina Colada Song),Rupert Holmes
2022-12-31 16:17:46,Love Has Come Of Age,Kenny Loggins
2022-12-31 16:21:18,She's Gone,Daryl Hall/John Oates
2022-12-31 16:25:29,Sail On,Commodores
2022-12-31 16:29:39,Deacon Blues,Steely Dan
2022-12-31 16:36:11,Cool Night,Paul Davis
2022-12-31 16:39:43,Dreams,Fleetwood Mac
2022-12-31 16:43:51,Magnet And Steel,Walter Egan
2022-12-31 16:47:23,Baby Come Back,Player
2022-12-31 16:50:57,Daisy Jane,America
2022-12-31 16:53:53,Steal Away,Robbie Dupree
2022-12-31 16:56:52,The Things We Do For Love,10cc
2022-12-31 17:01:36,How Long,Ace
2022-12-31 17:03:57,Hello It's Me,Todd Rundgren
