time_stamp,song,artist
2022-12-30 16:18:32,Rock The Boat,Hues Corporation
2022-12-30 16:23:40,99,Toto
2022-12-30 16:30:00,You Are The Woman,Firefall
2022-12-30 16:31:48,I'm Not In Love,10cc
2022-12-30 16:35:33,We're In This Love Together,Al Jarreau
2022-12-30 16:40:36,Still The One,Orleans
2022-12-30 16:43:49,This Is It,Kenny Loggins
2022-12-30 16:47:26,Wildfire,Michael Martin Murphey
2022-12-30 16:50:26,Couldn't Get It Right,Climax Blues Band
2022-12-30 16:53:50,Caribbean Queen,Billy Ocean
2022-12-30 16:57:29,I Can't Tell You Why,Eagles
2022-12-30 17:02:19,"My Girl (Gone, Gone, Gone)",Chilliwack
2022-12-30 17:05:39,Better Love Next Time,Dr. Hook
2022-12-30 17:09:16,Ventura Highway,America
2022-12-30 17:12:15,Can We Still Be Friends?,Robert Palmer
2022-12-30 17:14:43,Can We Still Be Friends?,Robert Palmer
